L_slow,L_fast,L_diff,n,d,k,seed,subsample_size
1017525987.1482959,428972015.47113985,-588553971.677156,110527,8,5,0,0.01
849633818.0902447,428972015.47113985,-420661802.6191048,110527,8,5,0,0.01
762602731.0519592,428972015.47113985,-333630715.5808193,110527,8,5,0,0.01
707271711.3540257,428972015.47113985,-278299695.8828859,110527,8,5,0,0.01
666685434.4572742,428972015.47113985,-237713418.98613435,110527,8,5,0,0.01
630759333.3535361,428972015.47113985,-201787317.88239628,110527,8,5,0,0.01
603865909.550992,428972015.47113985,-174893894.07985216,110527,8,5,0,0.01
583394720.5568826,428972015.47113985,-154422705.08574277,110527,8,5,0,0.01
567104197.3130932,428972015.47113985,-138132181.84195334,110527,8,5,0,0.01
553071296.5081458,428972015.47113985,-124099281.03700596,110527,8,5,0,0.01
541576609.0577921,428972015.47113985,-112604593.58665222,110527,8,5,0,0.01
532167283.9652355,428972015.47113985,-103195268.49409562,110527,8,5,0,0.01
523773747.5082084,428972015.47113985,-94801732.03706855,110527,8,5,0,0.01
515459292.84176916,428972015.47113985,-86487277.37062931,110527,8,5,0,0.01
506404031.3083022,428972015.47113985,-77432015.83716238,110527,8,5,0,0.01
496250679.95815563,428972015.47113985,-67278664.48701578,110527,8,5,0,0.01
486591795.58885556,428972015.47113985,-57619780.11771572,110527,8,5,0,0.01
476697733.7603395,428972015.47113985,-47725718.28919965,110527,8,5,0,0.01
463895898.45131004,428972015.47113985,-34923882.98017019,110527,8,5,0,0.01
454172465.594033,428972015.47113985,-25200450.122893155,110527,8,5,0,0.01
447264725.1192687,428972015.47113985,-18292709.648128867,110527,8,5,0,0.01
441450514.6647508,428972015.47113985,-12478499.193610966,110527,8,5,0,0.01
437381064.7426632,428972015.47113985,-8409049.271523356,110527,8,5,0,0.01
434507401.35425484,428972015.47113985,-5535385.883114994,110527,8,5,0,0.01
432435484.35666907,428972015.47113985,-3463468.88552922,110527,8,5,0,0.01
430836796.3672525,428972015.47113985,-1864780.8961126804,110527,8,5,0,0.01
429537912.32787406,428972015.47113985,-565896.8567342162,110527,8,5,0,0.01
428477326.7773466,428972015.47113985,494688.6937932372,110527,8,5,0,0.01
427626975.3789303,428972015.47113985,1345040.0922095776,110527,8,5,0,0.01
427117843.01402706,428972015.47113985,1854172.4571127892,110527,8,5,0,0.01
426934687.38533735,428972015.47113985,2037328.0858024955,110527,8,5,0,0.01
426892271.31531394,428972015.47113985,2079744.155825913,110527,8,5,0,0.01
426882940.501586,428972015.47113985,2089074.9695538282,110527,8,5,0,0.01
426880605.46136415,428972015.47113985,2091410.0097756982,110527,8,5,0,0.01
426879938.71429026,428972015.47113985,2092076.756849587,110527,8,5,0,0.01
426879776.37817854,428972015.47113985,2092239.0929613113,110527,8,5,0,0.01
426879717.9881935,428972015.47113985,2092297.4829463363,110527,8,5,0,0.01
426879709.20869213,428972015.47113985,2092306.2624477148,110527,8,5,0,0.01
426879705.6348227,428972015.47113985,2092309.836317122,110527,8,5,0,0.01
426879705.14386976,428972015.47113985,2092310.3272700906,110527,8,5,0,0.01
426879704.78617024,428972015.47113985,2092310.684969604,110527,8,5,0,0.01
426879704.78617024,428972015.47113985,2092310.684969604,110527,8,5,0,0.01
